Name,Class,Spells,Skills
9bf12081,Paladin 1,No spells,Athletics|Stealth|Insight|Deception
f8e31ad7,Druid 1,Shillelagh*0|Produce Flame*0|Cure Wounds*1|Charm Person*1|Speak With Animals*1|Thunderwave*1|Ice Knife*1|Misty Step (1/day)*1,Athletics|Stealth|Insight|Perception|Survival
2e0114c4,Druid 1,Druidcraft*0,Investigation|Nature|Insight|Perception
70ff216f,Ranger 1,No spells,Stealth|Animal Handling|Survival
6aba656a,Fighter 1,No spells,Athletics|History|Perception|Intimidation
8a9417e8,Bard 1,Mage Hand*0|Minor Illusion*0|Detect Magic*1|Chalm Person*1,Acrobatics|Sleight of Hand|Stealth|Deception|Intimidation|Persuasion
e66a8f61,Ranger 1,No spells,Athletics|Stealth|Nature|Insight|Perception
4ab6226b,Barbarian 1,No spells,Athletics|Animal Handling|Perception|Survival
c9323690,Warlock 1,No spells,Arcana|History|Investigation|Intimidation
318bc439,Sorcerer 1,No spells,Arcana|Animal Handling|Insight|Survival
be556c83,Rogue 1,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Deception
541da75c,Cleric 1,Bless*1|Cure Wounds*1,Religion|Insight|Medicine|Persuasion
e61f6215,Ranger 1,No spells,Stealth|Religion|Animal Handling|Medicine|Survival
c385b929,Rogue 1,No spells,Acrobatics|Stealth|Animal Handling|Perception|Survival|Deception
01cd468e,Paladin 1,No spells,Athletics|Stealth|Deception|Intimidation
4956c05a,Rogue 1,No spells,Sleight of Hand|Stealth|Perception|Deception|Intimidation|Persuasion
9b330a6a,Rogue 1,No spells,Sleight of Hand|Stealth|Perception|Deception|Intimidation|Persuasion
114638fc,Warlock 1,No spells,Athletics|Arcana|Investigation|Insight|Deception
9bde6c6f,Barbarian 1,No spells,Athletics|Perception|Survival|Intimidation
f4cc4fe9,Fighter 1,No spells,Athletics|Acrobatics|History|Persuasion
7ff5e321,Ranger 1,No spells,Athletics|Stealth|Investigation|Insight|Perception
8378cf16,Wizard 1,Flame Thrower (Fire Bolt)*0|Magno Beam (Mage Hand)*0|Projector (Minor Illusion)*0|Armor*1|Oil Slick (Grease)*1|Sonic Canon(Thunder Wave)*1|Emergency Chute (Feather Fall)*1,Arcana|History|Investigation|Nature
c94ee2d1,Sorcerer 1,"Cat Fetch(Mage Hand*0|Cold Paw(Chill Touch)*0|Claw Burst (Sword Burst)*0|Look, A Kitty! (Friends)*0|Interposing Cat (Shield)*1|Catapult*1",Sleight of Hand|Stealth|Deception|Intimidation
e22244bb,Sorcerer 1,Prestidigitation*0|Create bonfire*0|Ray Of frost*0|Light*0|Shield *1|Sleep*1,Insight|Persuasion
366b8f5a,Bard 1,Vicious Mockery*0|Dancing Lights*0|Healing Word*1|Sleep*1|Tasha's Hideous Laughter*1|Heroism*1,Investigation|Nature|Perception|Survival|Deception|Performance|Persuasion
1dd469dd,Bard 1,No spells,Acrobatics|Animal Handling|Intimidation|Performance|Persuasion
943b96b6,Bard 1,Prestitidigitation*0|Message*0|Cure Wounds*1,Athletics|Insight|Perception|Deception|Performance
6d30b9a2,Fighter 1,No spells,Athletics|Acrobatics|Survival|Intimidation
3b90e27a,Barbarian 1,No spells,Athletics|Animal Handling|Perception|Survival|Intimidation
3e9f6cda,Warlock 1,No spells,Acrobatics|Arcana|Deception|Performance
6d989f9a,Ranger 1,No spells,Athletics|Arcana|Nature|Religion|Animal Handling|Perception
5b6bd0c3,Fighter 1,No spells,Acrobatics|Arcana|History|Animal Handling|Survival|Intimidation
05b76db1,Fighter 1,No spells,Athletics|Acrobatics|Stealth|Insight|Perception
00a99953,Fighter 1,No spells,Athletics|Animal Handling|Survival|Intimidation
79de84ce,Cleric 1,Bless*1|Cure Wounds*1,History|Religion|Insight|Medicine
7b2e2c28,Fighter 1,No spells,Athletics|Insight|Perception|Persuasion
69b34411,Cleric 1,Command*1|Heroism*1,Sleight of Hand|Stealth|Religion|Insight|Intimidation
647721ef,Wizard 1,Blade Ward*0|Sword Burst*0|Green Flame Blade*0|Mage Armor*1|Shield*1|Absorb Elements*1|Comprehend Languages R*1|Detect Magic R*1|Identify R*1,Arcana|History|Investigation|Religion
cd836ead,Barbarian 1,No spells,Acrobatics|History|Nature|Perception|Persuasion
13dc25a2,Wizard 1,Fire Bolt*0|Control Flames*0|Light*0|Magic missile*1|Cure Wounds*1,History|Investigation|Medicine|Persuasion
0928771c,Ranger 1,No spells,Stealth|Investigation|Animal Handling|Perception|Survival
71faec6d,Ranger 1,No spells,Stealth|Investigation|Perception|Deception|Intimidation
e6bc27ad,Bard 1,Friends*0|Vicious Mockery*0|Thunderwave*1|Bane*1|Longstrider*1|Sleep*1,Sleight of Hand|Stealth|Survival|Deception|Performance
8792f563,Sorcerer 1,Fire Bolt*0|Prestidigitation*0|Thunderclap*0|Shocking Grasp*0|Burning Hands*1|Disguise Self*1,Athletics|Arcana|Perception|Survival|Deception
7eae35a2,Warlock 1,Eldritch Blast*0|Poison Spray*0|Shield*1|Wrathful Smite*1|Hex*1|Expeditious Retreat*1,Arcana|Investigation|Religion|Insight|Deception|Intimidation
4c6e8be1,Ranger 1,No spells,Stealth|Investigation|Animal Handling|Insight|Perception|Survival
73cf6834,Wizard 1,No spells,Arcana|History|Investigation|Insight
42883837,Rogue 1,No spells,Sleight of Hand|Stealth|Investigation|Religion|Medicine|Perception|Deception|Persuasion
8de9cb55,Rogue 1,No spells,Athletics|Stealth|Investigation|Nature|Perception|Persuasion
81e19008,Artificer 1,Mending*0|Prestidigitation*0|Identify (Ritual)*1|Detect Magic (Ritual)*1,Arcana|History|Investigation|Insight|Intimidation|Persuasion
ed5fc5cb,Sorcerer 1,Fire Bolt *0|Frostbite *0|Mold Earth *0|Prestidigitation*0|Light *0|Chaos Bolt *1|Shield *1,Arcana|Religion|Insight|Persuasion
a03e0eea,Artificer 1,Mage Hand*0|Mending*0,Insight|Medicine|Perception|Persuasion
8877f133,Rogue 1,No spells,Acrobatics|Sleight of Hand|Stealth|Animal Handling|Survival|Deception
ee6023c9,Monk 1,No spells,Athletics|Acrobatics|History|Perception
a6a20d35,Rogue 1,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation
c85c709c,Bard 1,Vicious Mockery*0|Friends*0|Cure Wounds*1|Bane*1|Healing Word*1|Tasha's Hideous Laughter*1,Arcana|History|Perception|Deception|Persuasion
1c4e880c,Cleric 1,Detect Magic*1|Magic Missile*1,Arcana|Investigation|Religion|Insight|Survival
8625b623,Paladin 1,No spells,Athletics|Religion|Medicine|Intimidation
00576341,Ranger 1,No spells,Nature|Religion|Animal Handling|Insight|Medicine|Perception
454fdee4,Sorcerer 1,Cure Wounds*1,Arcana|Investigation|Insight|Persuasion
e110a57a,Rogue 1,No spells,Athletics|Stealth|Nature|Perception
43d4f3d0,Barbarian 1,No spells,Athletics|Stealth|Animal Handling|Survival|Deception|Intimidation
b32603b6,Fighter 1,No spells,Athletics|Acrobatics|Perception|Survival|Persuasion
9e9b9a94,Warlock 1,Light*0|Sacred Flame*0,Arcana|History|Nature|Animal Handling|Performance|Persuasion
611dd847,Fighter 1,No spells,Athletics|Acrobatics|Survival|Intimidation
dc5567ca,Barbarian 1,No spells,Athletics|Animal Handling|Perception|Survival|Intimidation
dd7663bc,Ranger 1,No spells,Athletics|Stealth|Investigation|Nature|Insight|Perception|Survival
764a583a,Bard 1,No spells,Athletics|Religion|Medicine|Survival|Performance
ed0c30e0,Fighter 1,No spells,Athletics|Acrobatics|Perception|Survival
48423ce7,Ranger 1,No spells,Athletics|Investigation|Religion|Insight
cea979fb,Cleric 1,Detect Magic*1|Magic Missile*1,Arcana|Religion|Insight|Perception
dff867a8,Paladin 1,No spells,Athletics|Medicine|Intimidation|Persuasion
7800d696,Rogue 1,No spells,Athletics|Sleight of Hand|Stealth|Deception|Intimidation|Persuasion
7f8cbfe6,Druid 1,No spells,Athletics|Acrobatics|Medicine|Survival
0fe69c80,Sorcerer 1,Alarm*1|Protection from Evil and Good*1,Athletics|Arcana|Deception|Persuasion
641c6922,Sorcerer 1,No spells,Stealth|Deception|Intimidation|Persuasion
2ce5486c,Barbarian 1,No spells,Athletics|Perception|Survival|Intimidation
425296e5,Cleric 1,Guidance*0|Light*0|Mending*0|Resistance*0|Sacred Flame*0|Spare the Dying*0|Thaumaturgy*0|Command*1|Identify*1|Bane*1|Bless*1|Create or destroy Water*1|Cure Wounds*1|Detect Evil and Good*1|Detect Magic*1|Detect Poison and Disease*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Protection from E and G*1|Purify Food and Drink*1|Sanctuary*1|Shield of Faith*1,Arcana|History|Nature|Religion|Animal Handling|Insight|Perception|Persuasion
8120dee9,Cleric 1,Command*1|Identify*1,Arcana|History|Nature|Religion|Insight|Medicine|Perception|Persuasion
05b88de4,Warlock 1,No spells,Sleight of Hand|Investigation|Deception|Intimidation|Persuasion
8413b343,Cleric 1,False Life*1|Ray of Sickness*1,History|Religion|Insight|Persuasion
a6fc14b0,Druid 1,No spells,Acrobatics|Nature|Animal Handling|Performance|Persuasion
c6c1222c,Rogue 1,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance
748037bd,Druid 1,No spells,Stealth|Nature|Animal Handling|Deception
35987263,Rogue 1,No spells,Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion
83a9e937,Wizard 1,No spells,Medicine|Perception
d032fa69,Rogue 1,No spells,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception
5350c1db,Rogue 1,No spells,Athletics|Stealth|Insight|Perception|Deception|Persuasion
3e9c3a64,Fighter 1,No spells,Acrobatics|Stealth|Insight|Perception|Deception
e130f180,Druid 1,No spells,Nature|Religion|Animal Handling|Insight|Medicine|Survival
706c15c6,Druid 1,No spells,Athletics|Nature|Medicine|Perception|Deception
c9b74467,Cleric 1,Guidance*0|Sacred Flame*0|Spare The Dying*0|Toll The Dead*0|Command*1|Guiding Bolt*1,Arcana|History|Insight|Persuasion
6febb436,Fighter 1,No spells,Athletics|Acrobatics|Perception|Intimidation
7f679ae3,Warlock 1,No spells,Arcana|Religion|Medicine|Deception|Intimidation
7e34dd8f,Druid 1,Guidance*0|Produce Flame*0|Entangle*1|Faerie Fire*1,Religion|Animal Handling|Insight|Medicine|Perception
1df67fd5,Wizard 1,No spells,Arcana|History|Religion|Medicine|Perception
01eeea4a,Artificer 1,Mending*0|Sword Burst*0|Detect Magic*1|Identify*1|Shield Of Faith*1|Feather Fall*1,Arcana|History|Investigation|Religion|Perception
847eb37b,Paladin 1,No spells,Animal Handling|Insight|Survival|Intimidation
a9bd143f,Ranger 1,No spells,Athletics|Acrobatics|Stealth|Investigation|Animal Handling|Perception|Survival
bde73b70,Bard 1,No spells,Athletics|Acrobatics|Perception|Deception|Intimidation|Performance|Persuasion
40cf6d92,Fighter 1,No spells,Athletics|Arcana|History|Insight
259b9f83,Ranger 1,No spells,Athletics|Stealth|Perception|Survival|Deception
95c25943,Rogue 1,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Intimidation|Persuasion
7dde036f,Druid 1,No spells,Arcana|History|Nature|Animal Handling
ae9c8db8,Rogue 1,No spells,Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion
b1ddae0e,Fighter 1,No spells,Athletics|Animal Handling|Insight|Perception|Survival
4bc788a2,Fighter 1,No spells,Athletics|Acrobatics|Insight|Perception|Intimidation
32b4f6c4,Bard 1,No spells,Acrobatics|Sleight of Hand|Perception|Deception|Performance
e9579895,Paladin 1,No spells,Religion|Insight|Survival|Intimidation|Persuasion
c10e9512,Warlock 1,No spells,Arcana|History|Investigation|Persuasion
cf9a037c,Artificer 1,No spells,Athletics|History|Investigation|Survival
c23f3964,Wizard 1,Fire Bolt*0|Shocking Grasp*0|Minor Illusion*0|Longstrider*1|Magic Missile*1|Burning Hands*1|Disguise Self*1|Fog Cloud*1|Find Familiar*1,Arcana|Investigation|Insight|Perception|Survival
ae7bf9cd,Rogue 1,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion
30d3ab49,Warlock 1,No spells,Stealth|Deception
2539dd2f,Fighter 1,No spells,Stealth|Insight|Survival|Deception|Intimidation
0fab4a7e,Bard 1,Vicious Mockery*0|Prestidigitation*0|Heroism*1|Dissonant Whispers*1|Detect Magic*1|Healing Word*1,Acrobatics|Sleight of Hand|Stealth|Investigation|Deception|Performance|Persuasion
b8d7899b,Fighter 1,No spells,Acrobatics|Investigation|Insight|Perception|Survival
d5764d6b,Rogue 1,No spells,Acrobatics|Sleight of Hand|Stealth|Deception|Persuasion
8ae6e75d,Warlock 1,No spells,Arcana|History|Religion|Medicine|Deception|Intimidation
ee68d6eb,Wizard 1,Mage Hand*0|Firebolt*0|Create Bonfire*0|Magic Missle*1|Snare*1|Tasha Caustic Brew*1|Tasha Hideous Laughter*1|Magnify Gravity*1|Burning Hands*1,Arcana|History|Investigation|Insight
9ba6052d,Paladin 1,No spells,Acrobatics|Stealth|Intimidation|Performance|Persuasion
df053c39,Paladin 1,No spells,Stealth|Nature|Religion|Survival|Deception|Intimidation
57d423a3,Druid 1,No spells,Nature|Animal Handling|Medicine|Survival
6986367a,Barbarian 1,No spells,Athletics|Arcana|History|Intimidation
d0bf0d05,Wizard 1,No spells,Acrobatics|Arcana|History|Performance
3521b396,Paladin 1,No spells,Athletics|Arcana|Religion|Medicine
27444877,Bard 1,True Strike*0|Magic Hands*0|Cure Wounds*1|Color Spray*1|Sleep*1|Thunderwave*1,Sleight of Hand|Stealth|Investigation|Intimidation|Persuasion
c5a1abf7,Rogue 1,No spells,Athletics|Stealth|Survival|Intimidation
53d27e02,Barbarian 1,No spells,Athletics|Nature|Perception|Intimidation
b1f951ed,Fighter 1,No spells,Athletics|Sleight of Hand|Stealth|Intimidation
2600216f,Fighter 1,No spells,Athletics|Acrobatics|Perception|Intimidation
73889ebd,Cleric 1,Spare the Dying*0|Bane*1|False Life*1,History|Religion|Insight|Medicine|Persuasion
0ed17e6d,Fighter 1,No spells,Athletics|Acrobatics|Insight|Perception
5707b0ac,Rogue 1,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Performance|Persuasion
d9bbcdd0,Barbarian 1,No spells,Athletics|Insight|Perception|Survival|Intimidation
2de3adef,Paladin 1,No spells,Athletics|Insight|Perception|Intimidation
fe782a78,Warlock 1,No spells,History|Perception|Deception|Intimidation|Persuasion
10a8c00e,Barbarian 1,No spells,Athletics|Perception|Survival|Intimidation
c09ec374,Cleric 1,Faerie Fire*1|Sleep*1,Investigation|Perception
b64f6164,Warlock 1,No spells,History|Investigation|Religion|Insight|Perception
bce62b48,Artificer 1,No spells,Athletics|Sleight of Hand|Arcana|Deception
87069c2a,Cleric 1,Bless*1|Cure Wounds*1,Arcana|History|Insight|Persuasion
10249db2,Barbarian 1,No spells,Athletics|Stealth|Survival|Deception|Intimidation
c33bd1af,Cleric 1,Faerie Fire*1|Sleep*1,Athletics|History|Religion|Insight|Medicine
a0a80cc5,Warlock 1,Spare the Dying*0|Green Flame Blade*0|Toll The Dead*0|False Life*1|Ray Of Sickness*1|Arms Of Hadar*1|Witch Bolt*1,Athletics|Arcana|Deception|Intimidation
213a0452,Rogue 1,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception
bf27a8c5,Barbarian 1,No spells,Athletics|Acrobatics|Perception|Intimidation
2aa4aad6,Sorcerer 1,Mind Sliver*0|Arms of Hatred*1|Dissonent Whispers*1,Athletics|Arcana|Survival|Intimidation
65dc9fab,Paladin 1,No spells,Athletics|Insight|Medicine|Intimidation|Persuasion
047386c5,Wizard 1,Mage Hands*0|Mind Slever*0|Shape Water*0|Shield*1|Mage Armor*1|Feather Fall*1|Fog Cloud*1|Expeditious Retreat*1|Detect Magic*1,Arcana|History|Investigation|Religion|Perception
1db8385c,Rogue 1,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Deception|Performance|Persuasion
ddf27682,Warlock 1,No spells,Arcana|Investigation|Deception|Intimidation
20275a8d,Paladin 1,No spells,Athletics|Religion|Animal Handling|Persuasion
fd47af51,Monk 1,No spells,Acrobatics|Stealth|Religion|Medicine
494ea1d5,Warlock 1,No spells,Stealth|Deception
0df6a511,Druid 1,No spells,Arcana|History|Religion|Perception
cf4f8281,Rogue 1,No spells,Athletics|Sleight of Hand|Stealth|Investigation|Perception|Deception
3a81f9fe,Ranger 1,No spells,Athletics|Stealth|Animal Handling|Perception|Survival
f467c822,Fighter 1,No spells,Athletics|Perception|Survival|Intimidation
55380b2b,Druid 1,No spells,Nature|Animal Handling|Medicine|Survival
12eac814,Barbarian 1,No spells,Athletics|Perception|Survival|Intimidation
46f2bff2,Wizard 1,Mage Hands*0|Minor Illusion*0|Mind Sliver*0|Feather Fall*1|Disguise Self*1|Fog Cloud*1|Detect Magic*1|Mage Armor*1|Color Spray*1,Athletics|Arcana|Investigation|Nature|Perception|Survival
c624192c,Cleric 1,Divine Favor*1|Shield of Faith*1,History|Religion|Insight|Medicine
99f218e4,Sorcerer 1,No spells,Arcana|Investigation|Insight|Persuasion
cf4ad818,Wizard 1,No spells,Arcana|History|Investigation|Insight
bcaf937c,Wizard 1,Prestidigitation*0|Ray Of FROST*0|Friends*0|Sleep*1|Find Familiar*1|Grease*1|Identify*1|Mage Armor*1|Ray of Sickness*1,Arcana|Investigation|Insight|Medicine
21bd749e,Ranger 1,No spells,Athletics|Stealth|Nature|Perception|Deception
41583524,Cleric 1,Faerie Fire*1|Sleep*1,History|Animal Handling|Medicine|Survival
8830b523,Paladin 1,No spells,Insight|Persuasion
c56ec4b7,Barbarian 1,No spells,Athletics|Nature|Perception|Survival|Intimidation
eaab0caa,Rogue 1,No spells,Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion
c6111b7a,Artificer 1,No spells,Acrobatics|Arcana|Investigation|Perception|Performance
9d296e5f,Druid 1,No spells,Arcana|Nature|Medicine|Survival
f9bacea9,Barbarian 1,No spells,Athletics|Nature|Perception|Survival
130e60e5,Ranger 1,No spells,Athletics|Nature|Animal Handling|Perception|Survival
4514acc4,Artificer 1,No spells,Arcana|History|Insight|Persuasion
0f7f9f0c,Fighter 1,No spells,Acrobatics|Animal Handling|Perception|Survival|Intimidation
e259ade7,Warlock 1,No spells,Acrobatics|Investigation|Deception|Performance
61cdbee7,Druid 1,No spells,Religion|Animal Handling|Medicine|Perception
6a5d125f,Sorcerer 1,Ray of Frost*0|Acid Splash*0|Minor Illision*0|Message*0|Chaos Bolt*1|Burning Hands*1,History|Deception|Intimidation|Persuasion
5e46cf0e,Warlock 1,No spells,Arcana|History|Deception|Persuasion
e6a39c1d,Paladin 1,No spells,Athletics|Insight|Perception|Deception|Persuasion
a2536dee,Barbarian 1,No spells,Athletics|Perception|Survival|Intimidation
b17e1ad4,Druid 1,No spells,Religion|Insight|Medicine|Perception|Survival
dacd63a6,Paladin 1,No spells,Athletics|Insight|Intimidation|Persuasion
c56f1087,Rogue 1,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion
2951ed95,Barbarian 1,No spells,Athletics|Acrobatics|Animal Handling|Perception|Performance
cff48b42,Wizard 1,Fire Bolt*0|Mage Hand*0|Message*0|Magic Missile*1|Shield*1|Sleep*1|Cause Fear*1,Arcana|History|Investigation|Medicine|Perception
7e41f172,Warlock 1,Eldritch Blast*0|Thaumaturgy*0|Minor Illusion*0|Cause Fear*1|Burning Hands*1,Arcana|History|Deception|Persuasion
cab4a483,Fighter 1,No spells,Athletics|Animal Handling|Perception|Survival
6e25b463,Fighter 1,No spells,Athletics|Acrobatics|Stealth|Insight|Perception|Intimidation
20bf1db5,Cleric 1,Guidance*0|Sacred Flame*0|Light*0|Spare The Dying*0|Bless*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1,History|Religion|Insight|Medicine
09dc1eaf,Barbarian 1,No spells,Athletics|Nature|Survival|Intimidation
5e5ba5d8,Rogue 1,No spells,Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion
e9aee596,Wizard 1,No spells,Arcana|History|Investigation|Insight|Perception
b8b518ec,Ranger 1,No spells,Stealth|Religion|Insight|Medicine|Perception|Survival
2b2c2413,Cleric 1,Bless*1|Cure Wounds*1,Sleight of Hand|Stealth|Insight|Persuasion
7c6bb8b8,Paladin 1,No spells,Athletics|Religion|Perception|Intimidation
0ecf68d2,Sorcerer 1,No spells,Arcana|History|Insight|Perception|Persuasion
817e9b4f,Warlock 1,No spells,Arcana|Investigation|Insight|Medicine
8abcaf2f,Paladin 1,No spells,Athletics|Religion
1818125b,Fighter 1,No spells,Athletics|Animal Handling|Survival|Intimidation|Persuasion
66ed1337,Wizard 1,No spells,Arcana|Investigation|Nature|Insight|Perception|Survival|Persuasion
522a8610,Warlock 1,No spells,Stealth|Arcana|Deception|Intimidation
7133912b,Barbarian 1,No spells,Athletics|Animal Handling|Perception|Intimidation
a10bb876,Druid 1,No spells,Religion|Animal Handling|Medicine|Perception
5a55cceb,Fighter 1,No spells,Athletics|Acrobatics|Perception|Survival
f9eebd2f,Bard 1,Vicious Mockery*0|Mage Hand*0|Light*0|Prestidigitation*0|Comprehend Languages*1|Unseen Servant*1|Healing word*1|Sleep*1,Acrobatics|Investigation|Nature|Insight|Perception|Persuasion
b1e49d2f,Druid 1,No spells,Nature|Religion|Medicine|Perception|Persuasion
ca246e68,Paladin 1,No spells,Athletics|Animal Handling|Survival|Persuasion
bae14f69,Druid 1,No spells,Religion|Medicine|Perception|Survival
